,Corrected_Label,TreeID,Day_of_year,Site,Location,Treatment,Status,Resinosis,Entryholes,Precipitation,Mean_temperature,Maximum_VPD,Elevation,Diameter,Phloem..mg.,Solvent..ul.,Value,upper_quantile,Value_Winz
1814,.alpha.-Terpinene,19,170,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,68.58,111.1,200,1844112,21508202.5,1844112
1815,.alpha.-Terpinene,19,180,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,68.58,109.9,200,754636,21508202.5,754636
1816,.alpha.-Terpinene,19,190,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,68.58,110,200,1690190,21508202.5,1690190
1817,.alpha.-Terpinene,19,200,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,68.58,110.1,500,16592300,21508202.5,16592300
1818,.alpha.-Terpinene,19,225,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,68.58,107.5,500,2064315,21508202.5,2064315
1819,.alpha.-Terpinene,19,240,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,68.58,116.6,200,3703936,21508202.5,3703936
1820,.alpha.-Terpinene,19,260,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,68.58,104.4,200,1273944,21508202.5,1273944
1821,.alpha.-Terpinene,2,160,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,25.4,114.5,200,568161,21508202.5,568161
1822,.alpha.-Terpinene,2,170,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,25.4,113.8,200,147781,21508202.5,147781
1823,.alpha.-Terpinene,2,180,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,25.4,116.5,200,151982,21508202.5,151982
1824,.alpha.-Terpinene,2,190,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,25.4,113.7,200,1325170,21508202.5,1325170
1825,.alpha.-Terpinene,2,200,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,25.4,117.8,500,6756452.5,21508202.5,6756452.5
1826,.alpha.-Terpinene,2,210,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,25.4,115.2,500,1710337.5,21508202.5,1710337.5
1827,.alpha.-Terpinene,2,225,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,25.4,101.9,200,1309502,21508202.5,1309502
1828,.alpha.-Terpinene,2,240,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,25.4,106.5,200,1452303,21508202.5,1452303
1829,.alpha.-Terpinene,2,260,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,25.4,114.7,200,777120,21508202.5,777120
1830,.alpha.-Terpinene,20,160,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,43.18,113,200,745586,21508202.5,745586
1831,.alpha.-Terpinene,20,170,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,43.18,117.6,200,1374173,21508202.5,1374173
1832,.alpha.-Terpinene,20,180,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,43.18,113.4,200,842708,21508202.5,842708
1833,.alpha.-Terpinene,20,190,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,43.18,111.8,200,378932,21508202.5,378932
1834,.alpha.-Terpinene,20,200,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,43.18,105.6,500,4761037.5,21508202.5,4761037.5
1835,.alpha.-Terpinene,20,225,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,43.18,102.7,500,5290710,21508202.5,5290710
1836,.alpha.-Terpinene,20,240,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,43.18,102.5,200,2071247,21508202.5,2071247
1837,.alpha.-Terpinene,20,260,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,43.18,107.1,500,5786797.5,21508202.5,5786797.5
1838,.alpha.-Terpinene,200,160,Cameron pass,I,Baited,Survived-Uncolonized,0.5,10.76,1054.5572,1.153240741,0.814525,3100,101.6,118.5,200,180911,21508202.5,180911
1839,.alpha.-Terpinene,200,170,Cameron pass,I,Baited,Survived-Uncolonized,0.5,10.76,1054.5572,1.153240741,0.814525,3100,101.6,110.7,200,90245,21508202.5,90245
1840,.alpha.-Terpinene,200,180,Cameron pass,I,Baited,Survived-Uncolonized,0.5,10.76,1054.5572,1.153240741,0.814525,3100,101.6,108.1,200,274357,21508202.5,274357
1841,.alpha.-Terpinene,200,190,Cameron pass,I,Baited,Survived-Uncolonized,0.5,10.76,1054.5572,1.153240741,0.814525,3100,101.6,104.9,200,494025,21508202.5,494025
1842,.alpha.-Terpinene,200,200,Cameron pass,I,Baited,Survived-Uncolonized,0.5,10.76,1054.5572,1.153240741,0.814525,3100,101.6,105.2,500,3659575,21508202.5,3659575
1843,.alpha.-Terpinene,200,210,Cameron pass,I,Baited,Survived-Uncolonized,0.5,10.76,1054.5572,1.153240741,0.814525,3100,101.6,116.5,500,2115577.5,21508202.5,2115577.5
1844,.alpha.-Terpinene,200,240,Cameron pass,I,Baited,Survived-Uncolonized,0.5,10.76,1054.5572,1.153240741,0.814525,3100,101.6,109.3,200,712470,21508202.5,712470
1845,.alpha.-Terpinene,21,160,Rabbit ears,l,Baited,Survived-Uncolonized,0.15,26.9,762.2794,3.601388889,1.134233333,2800,58.42,111.2,200,1132001,21508202.5,1132001
1846,.alpha.-Terpinene,21,170,Rabbit ears,l,Baited,Survived-Uncolonized,0.15,26.9,762.2794,3.601388889,1.134233333,2800,58.42,112.7,200,265519,21508202.5,265519
1847,.alpha.-Terpinene,21,180,Rabbit ears,l,Baited,Survived-Uncolonized,0.15,26.9,762.2794,3.601388889,1.134233333,2800,58.42,114.2,200,888453,21508202.5,888453
1848,.alpha.-Terpinene,21,190,Rabbit ears,l,Baited,Survived-Uncolonized,0.15,26.9,762.2794,3.601388889,1.134233333,2800,58.42,115.1,200,1894576,21508202.5,1894576
1849,.alpha.-Terpinene,21,200,Rabbit ears,l,Baited,Survived-Uncolonized,0.15,26.9,762.2794,3.601388889,1.134233333,2800,58.42,110,500,20641450,21508202.5,20641450
1850,.alpha.-Terpinene,21,210,Rabbit ears,l,Baited,Survived-Uncolonized,0.15,26.9,762.2794,3.601388889,1.134233333,2800,58.42,115,200,1823881,21508202.5,1823881
1851,.alpha.-Terpinene,21,225,Rabbit ears,l,Baited,Survived-Uncolonized,0.15,26.9,762.2794,3.601388889,1.134233333,2800,58.42,112,200,1603865,21508202.5,1603865
1852,.alpha.-Terpinene,21,240,Rabbit ears,l,Baited,Survived-Uncolonized,0.15,26.9,762.2794,3.601388889,1.134233333,2800,58.42,118.5,500,8572052.5,21508202.5,8572052.5
1853,.alpha.-Terpinene,21,260,Rabbit ears,l,Baited,Survived-Uncolonized,0.15,26.9,762.2794,3.601388889,1.134233333,2800,58.42,110.8,200,1758955,21508202.5,1758955
1854,.alpha.-Terpinene,22,160,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,10.76,762.2794,3.601388889,1.134233333,2800,40.64,118.5,200,287930,21508202.5,287930
1855,.alpha.-Terpinene,22,170,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,10.76,762.2794,3.601388889,1.134233333,2800,40.64,117,200,376650,21508202.5,376650
1856,.alpha.-Terpinene,22,180,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,10.76,762.2794,3.601388889,1.134233333,2800,40.64,114.4,200,833562,21508202.5,833562
1857,.alpha.-Terpinene,22,190,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,10.76,762.2794,3.601388889,1.134233333,2800,40.64,111.5,200,1726384,21508202.5,1726384
1858,.alpha.-Terpinene,22,200,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,10.76,762.2794,3.601388889,1.134233333,2800,40.64,110.8,500,4561472.5,21508202.5,4561472.5
1859,.alpha.-Terpinene,22,210,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,10.76,762.2794,3.601388889,1.134233333,2800,40.64,107.3,200,2028549,21508202.5,2028549
1860,.alpha.-Terpinene,22,225,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,10.76,762.2794,3.601388889,1.134233333,2800,40.64,115.4,200,1525263,21508202.5,1525263
1861,.alpha.-Terpinene,22,240,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,10.76,762.2794,3.601388889,1.134233333,2800,40.64,115.7,200,2407828,21508202.5,2407828
1862,.alpha.-Terpinene,22,260,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,10.76,762.2794,3.601388889,1.134233333,2800,40.64,112.2,500,5771262.5,21508202.5,5771262.5
1863,.alpha.-Terpinene,23,160,Rabbit ears,l,Baited,Survived-Uncolonized,0.1,0,762.2794,3.601388889,1.134233333,2800,38.1,110.7,200,1643813,21508202.5,1643813
1864,.alpha.-Terpinene,23,170,Rabbit ears,l,Baited,Survived-Uncolonized,0.1,0,762.2794,3.601388889,1.134233333,2800,38.1,103.9,200,708015,21508202.5,708015
1865,.alpha.-Terpinene,23,180,Rabbit ears,l,Baited,Survived-Uncolonized,0.1,0,762.2794,3.601388889,1.134233333,2800,38.1,107.9,200,881931,21508202.5,881931
1866,.alpha.-Terpinene,23,190,Rabbit ears,l,Baited,Survived-Uncolonized,0.1,0,762.2794,3.601388889,1.134233333,2800,38.1,103.8,200,1769442,21508202.5,1769442
1867,.alpha.-Terpinene,23,200,Rabbit ears,l,Baited,Survived-Uncolonized,0.1,0,762.2794,3.601388889,1.134233333,2800,38.1,114.9,500,29365385,21508202.5,21508202.5
1868,.alpha.-Terpinene,23,210,Rabbit ears,l,Baited,Survived-Uncolonized,0.1,0,762.2794,3.601388889,1.134233333,2800,38.1,111.6,200,1408998,21508202.5,1408998
1869,.alpha.-Terpinene,23,225,Rabbit ears,l,Baited,Survived-Uncolonized,0.1,0,762.2794,3.601388889,1.134233333,2800,38.1,115.4,200,1035348,21508202.5,1035348
1870,.alpha.-Terpinene,23,240,Rabbit ears,l,Baited,Survived-Uncolonized,0.1,0,762.2794,3.601388889,1.134233333,2800,38.1,110.1,500,2620875,21508202.5,2620875
1871,.alpha.-Terpinene,23,260,Rabbit ears,l,Baited,Survived-Uncolonized,0.1,0,762.2794,3.601388889,1.134233333,2800,38.1,109.5,500,8908850,21508202.5,8908850
1872,.alpha.-Terpinene,24,160,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,66.04,108.2,200,573375,21508202.5,573375
1873,.alpha.-Terpinene,24,170,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,66.04,116.1,200,731904,21508202.5,731904
1874,.alpha.-Terpinene,24,180,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,66.04,114.5,200,929928,21508202.5,929928
1875,.alpha.-Terpinene,24,190,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,66.04,107,200,755643,21508202.5,755643
1876,.alpha.-Terpinene,24,200,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,66.04,107.8,500,6366017.5,21508202.5,6366017.5
1877,.alpha.-Terpinene,24,210,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,66.04,116.8,500,9191655,21508202.5,9191655
1878,.alpha.-Terpinene,24,225,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,66.04,116.1,200,1488832,21508202.5,1488832
1879,.alpha.-Terpinene,24,240,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,66.04,118.5,500,5110882.5,21508202.5,5110882.5
1880,.alpha.-Terpinene,24,260,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,66.04,106.6,500,3723972.5,21508202.5,3723972.5
1881,.alpha.-Terpinene,25,160,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,46.99,104,200,1133704,21508202.5,1133704
1882,.alpha.-Terpinene,25,170,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,46.99,108.5,200,147075,21508202.5,147075
1883,.alpha.-Terpinene,25,180,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,46.99,113.2,200,461462,21508202.5,461462
1884,.alpha.-Terpinene,25,190,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,46.99,119.4,200,461543,21508202.5,461543
1885,.alpha.-Terpinene,25,200,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,46.99,108.5,500,2161840,21508202.5,2161840
1886,.alpha.-Terpinene,25,210,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,46.99,114.3,500,4376605,21508202.5,4376605
1887,.alpha.-Terpinene,25,225,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,46.99,115.5,200,442512,21508202.5,442512
1888,.alpha.-Terpinene,25,240,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,46.99,118.3,200,607038,21508202.5,607038
1889,.alpha.-Terpinene,25,260,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,46.99,115.9,200,948081,21508202.5,948081
1890,.alpha.-Terpinene,26,160,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,48.26,118,200,564056,21508202.5,564056
1891,.alpha.-Terpinene,26,170,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,48.26,104.4,200,402979,21508202.5,402979
1892,.alpha.-Terpinene,26,180,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,48.26,111.4,200,714590,21508202.5,714590
1893,.alpha.-Terpinene,26,190,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,48.26,118.5,200,802982,21508202.5,802982
1894,.alpha.-Terpinene,26,200,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,48.26,111.6,500,4816605,21508202.5,4816605
1895,.alpha.-Terpinene,26,210,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,48.26,111,200,1008727,21508202.5,1008727
1896,.alpha.-Terpinene,26,225,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,48.26,106.4,200,888546,21508202.5,888546
1897,.alpha.-Terpinene,26,240,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,48.26,108,500,3046310,21508202.5,3046310
1898,.alpha.-Terpinene,26,260,Rabbit ears,l,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,48.26,114.5,200,730073,21508202.5,730073
1899,.alpha.-Terpinene,27,160,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,112.3,200,365116,21508202.5,365116
1900,.alpha.-Terpinene,27,170,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,113,200,809462,21508202.5,809462
1901,.alpha.-Terpinene,27,180,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,106.3,200,2402284,21508202.5,2402284
1902,.alpha.-Terpinene,27,190,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,115.6,200,3329013,21508202.5,3329013
1903,.alpha.-Terpinene,27,200,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,118,500,14812735,21508202.5,14812735
1904,.alpha.-Terpinene,27,210,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,109.9,200,895520,21508202.5,895520
1905,.alpha.-Terpinene,27,225,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,116.8,500,9129035,21508202.5,9129035
1906,.alpha.-Terpinene,27,240,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,111.4,200,2539244,21508202.5,2539244
1907,.alpha.-Terpinene,27,260,Rabbit ears,l,Baited,Survived-Colonized,0.425,32.28,762.2794,3.601388889,1.134233333,2800,68.58,110,200,8958395,21508202.5,8958395
1908,.alpha.-Terpinene,28,160,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,106.6,200,1911627,21508202.5,1911627
1909,.alpha.-Terpinene,28,170,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,111.9,200,1402102,21508202.5,1402102
1910,.alpha.-Terpinene,28,180,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,109.9,200,6248200,21508202.5,6248200
1911,.alpha.-Terpinene,28,190,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,114.8,200,6998640,21508202.5,6998640
1912,.alpha.-Terpinene,28,200,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,109.1,500,6165755,21508202.5,6165755
1913,.alpha.-Terpinene,28,210,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,110.7,500,73176345,21508202.5,21508202.5
1914,.alpha.-Terpinene,28,225,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,107,500,12374945,21508202.5,12374945
1915,.alpha.-Terpinene,28,240,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,117.9,200,5365770,21508202.5,5365770
1916,.alpha.-Terpinene,28,260,Rabbit ears,l,Baited,Survived-Uncolonized,0.275,32.28,762.2794,3.601388889,1.134233333,2800,30.48,118,500,4412412.5,21508202.5,4412412.5
1917,.alpha.-Terpinene,29,160,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,108.2,200,329077,21508202.5,329077
1918,.alpha.-Terpinene,29,170,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,109.8,200,307845,21508202.5,307845
1919,.alpha.-Terpinene,29,180,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,107.3,200,162432,21508202.5,162432
1920,.alpha.-Terpinene,29,190,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,110.3,200,624635,21508202.5,624635
1921,.alpha.-Terpinene,29,200,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,117.2,500,5379225,21508202.5,5379225
1922,.alpha.-Terpinene,29,225,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,117.5,200,619114,21508202.5,619114
1923,.alpha.-Terpinene,29,240,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,116.6,200,632420,21508202.5,632420
1924,.alpha.-Terpinene,29,260,Rabbit ears,ll,Baited,Survived-Uncolonized,0.2,53.8,762.2794,3.601388889,1.134233333,2800,38.1,116.5,200,2303715,21508202.5,2303715
1925,.alpha.-Terpinene,3,160,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,106.7,200,825153,21508202.5,825153
1926,.alpha.-Terpinene,3,170,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,118.9,200,150383,21508202.5,150383
1927,.alpha.-Terpinene,3,180,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,112.3,200,991477,21508202.5,991477
1928,.alpha.-Terpinene,3,190,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,104.5,200,840379,21508202.5,840379
1929,.alpha.-Terpinene,3,200,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,119.8,500,5537832.5,21508202.5,5537832.5
1930,.alpha.-Terpinene,3,210,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,105.1,200,2247663,21508202.5,2247663
1931,.alpha.-Terpinene,3,225,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,117.1,200,1005861,21508202.5,1005861
1932,.alpha.-Terpinene,3,240,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,106.1,500,2304535,21508202.5,2304535
1933,.alpha.-Terpinene,3,260,Cameron pass,I,Control,Control,NA,NA,1054.5572,1.153240741,0.814525,3100,31.75,106.8,200,1277981,21508202.5,1277981
1934,.alpha.-Terpinene,30,160,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,112.6,200,657252,21508202.5,657252
1935,.alpha.-Terpinene,30,170,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,116,200,1558643,21508202.5,1558643
1936,.alpha.-Terpinene,30,180,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,118,200,809552,21508202.5,809552
1937,.alpha.-Terpinene,30,190,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,118,200,3080530,21508202.5,3080530
1938,.alpha.-Terpinene,30,200,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,114.4,500,15182092.5,21508202.5,15182092.5
1939,.alpha.-Terpinene,30,210,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,105.6,200,182333,21508202.5,182333
1940,.alpha.-Terpinene,30,225,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,108.1,500,10741647.5,21508202.5,10741647.5
1941,.alpha.-Terpinene,30,240,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,116.4,200,770611,21508202.5,770611
1942,.alpha.-Terpinene,30,260,Rabbit ears,ll,Baited,Survived-Uncolonized,0.15,37.66,762.2794,3.601388889,1.134233333,2800,27.94,112.3,200,243420,21508202.5,243420
1943,.alpha.-Terpinene,31,160,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,111.7,200,301292,21508202.5,301292
1944,.alpha.-Terpinene,31,170,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,108.5,200,1183541,21508202.5,1183541
1945,.alpha.-Terpinene,31,180,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,117.6,200,86324,21508202.5,86324
1946,.alpha.-Terpinene,31,190,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,113.8,200,745427,21508202.5,745427
1947,.alpha.-Terpinene,31,200,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,111.2,500,7794167.5,21508202.5,7794167.5
1948,.alpha.-Terpinene,31,210,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,116.1,500,4393327.5,21508202.5,4393327.5
1949,.alpha.-Terpinene,31,225,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,104.8,500,5122625,21508202.5,5122625
1950,.alpha.-Terpinene,31,240,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,108.6,200,1919830,21508202.5,1919830
1951,.alpha.-Terpinene,31,260,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,30.48,107.8,500,5635052.5,21508202.5,5635052.5
1952,.alpha.-Terpinene,32,160,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,108.9,200,1734012,21508202.5,1734012
1953,.alpha.-Terpinene,32,170,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,110.3,200,379303,21508202.5,379303
1954,.alpha.-Terpinene,32,180,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,117.5,200,217071,21508202.5,217071
1955,.alpha.-Terpinene,32,190,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,113.9,200,651383,21508202.5,651383
1956,.alpha.-Terpinene,32,200,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,107.4,500,3863670,21508202.5,3863670
1957,.alpha.-Terpinene,32,210,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,110.5,200,1523194,21508202.5,1523194
1958,.alpha.-Terpinene,32,225,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,108,200,152384,21508202.5,152384
1959,.alpha.-Terpinene,32,240,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,115.1,500,11409360,21508202.5,11409360
1960,.alpha.-Terpinene,32,260,Rabbit ears,ll,Baited,Beetle-killed,NA,NA,762.2794,3.601388889,1.134233333,2800,38.1,107.9,500,10993672.5,21508202.5,10993672.5
1961,.alpha.-Terpinene,33,160,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,117.1,200,1052478,21508202.5,1052478
1962,.alpha.-Terpinene,33,170,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,116.9,200,1021065,21508202.5,1021065
1963,.alpha.-Terpinene,33,190,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,111.6,200,897106,21508202.5,897106
1964,.alpha.-Terpinene,33,200,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,113.6,500,10964777.5,21508202.5,10964777.5
1965,.alpha.-Terpinene,33,210,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,117.9,500,16548000,21508202.5,16548000
1966,.alpha.-Terpinene,33,225,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,116.5,500,6000465,21508202.5,6000465
1967,.alpha.-Terpinene,33,240,Rabbit ears,ll,Control,Control,NA,NA,762.2794,3.601388889,1.134233333,2800,26.67,103.5,500,7263067.5,21508202.5,7263067.5
